ledger_id,outcome_bucket,resolving_tier,matched_gateway_id,matched_bank_id,confidence,rationale,provider,model,timestamp
LDG000077,full_match,tier1_exact,GTW000079,BNK000078,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000107,full_match,tier1_exact,GTW000112,BNK000108,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000092,full_match,tier1_exact,GTW000097,BNK000093,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000035,full_match,tier1_exact,GTW000038,BNK000036,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000050,full_match,tier1_exact,GTW000052,BNK000051,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000013,full_match,tier1_exact,GTW000013,BNK000014,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000049,full_match,tier1_exact,GTW000051,BNK000050,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000131,full_match,tier1_exact,GTW000146,BNK000131,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000054,full_match,tier1_exact,GTW000056,BNK000055,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000038,full_match,tier1_exact,GTW000041,BNK000039,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000044,full_match,tier1_exact,GTW000045,BNK000045,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000139,full_match,tier1_exact,GTW000153,BNK000136,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000020,full_match,tier1_exact,GTW000020,BNK000021,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000069,full_match,tier1_exact,GTW000072,BNK000070,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000086,full_match,tier1_exact,GTW000089,BNK000087,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000036,full_match,tier1_exact,GTW000039,BNK000037,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000098,full_match,tier1_exact,GTW000103,BNK000099,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000085,full_match,tier1_exact,GTW000088,BNK000086,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000032,full_match,tier1_exact,GTW000035,BNK000033,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000063,full_match,tier1_exact,GTW000068,BNK000064,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000079,full_match,tier1_exact,GTW000081,BNK000080,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000048,full_match,tier1_exact,GTW000050,BNK000049,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000022,full_match,tier1_exact,GTW000021,BNK000023,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000052,full_match,tier1_exact,GTW000054,BNK000053,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000018,full_match,tier1_exact,GTW000018,BNK000019,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000045,full_match,tier1_exact,GTW000046,BNK000046,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000037,full_match,tier1_exact,GTW000040,BNK000038,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000127,full_match,tier1_exact,GTW000142,BNK000128,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000101,full_match,tier1_exact,GTW000106,BNK000102,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000005,full_match,tier1_exact,GTW000004,BNK000005,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000007,full_match,tier1_exact,GTW000007,BNK000007,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000132,full_match,tier1_exact,GTW000147,BNK000132,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000023,full_match,tier1_exact,GTW000022,BNK000024,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000073,full_match,tier1_exact,GTW000075,BNK000074,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000060,full_match,tier1_exact,GTW000063,BNK000061,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000017,full_match,tier1_exact,GTW000017,BNK000018,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000009,full_match,tier1_exact,GTW000009,BNK000009,1.0,raw txn_id + amount + date identical across all three sources,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000024,full_match,tier2_fuzzy,GTW000025;GTW000023;GTW000024,BNK000025,0.8999999999999999,"[split_settlement] 3 gateway legs (GTW000025, GTW000023, GTW000024) sum exactly to ledger amount Rs224516.33; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000028,full_match,tier2_fuzzy,GTW000030;GTW000029,BNK000029,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000030, GTW000029) sum exactly to ledger amount Rs154127.04; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000116,full_match,tier2_fuzzy,GTW000123;GTW000124;GTW000122,BNK000117,0.8999999999999999,"[split_settlement] 3 gateway legs (GTW000123, GTW000124, GTW000122) sum exactly to ledger amount Rs176570.45; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000014,full_match,tier2_fuzzy,GTW000014;GTW000015,BNK000015,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000014, GTW000015) sum exactly to ledger amount Rs213300.04; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000117,full_match,tier2_fuzzy,GTW000127;GTW000125;GTW000126,BNK000118,0.8999999999999999,"[split_settlement] 3 gateway legs (GTW000127, GTW000125, GTW000126) sum exactly to ledger amount Rs35234.14; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000122,full_match,tier2_fuzzy,GTW000135;GTW000136,BNK000123,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000135, GTW000136) sum exactly to ledger amount Rs84595.22; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000121,full_match,tier2_fuzzy,GTW000133;GTW000132;GTW000134,BNK000122,0.8999999999999999,"[split_settlement] 3 gateway legs (GTW000133, GTW000132, GTW000134) sum exactly to ledger amount Rs192295.88; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000061,full_match,tier2_fuzzy,GTW000064;GTW000065,BNK000062,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000064, GTW000065) sum exactly to ledger amount Rs184773.06; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000056,full_match,tier2_fuzzy,GTW000058;GTW000059,BNK000057,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000058, GTW000059) sum exactly to ledger amount Rs68200.53; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000081,full_match,tier2_fuzzy,GTW000084;GTW000083,BNK000082,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000084, GTW000083) sum exactly to ledger amount Rs220704.02; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000113,full_match,tier2_fuzzy,GTW000119;GTW000118,BNK000114,0.8999999999999999,"[split_settlement] 2 gateway legs (GTW000119, GTW000118) sum exactly to ledger amount Rs115913.28; same merchant name; bank anchor matched on id+amount+date",n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000026,full_match,tier2_fuzzy,GTW000027,BNK000027,0.97,[id_truncated] normalized txn_id agrees (713595939158); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000003,full_match,tier2_fuzzy,GTW000002,BNK000003,0.97,[id_truncated] normalized txn_id agrees (409572486117); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000108,full_match,tier2_fuzzy,GTW000113,BNK000109,0.97,[id_truncated] normalized txn_id agrees (134044402265); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000068,full_match,tier2_fuzzy,GTW000071,BNK000069,0.97,[id_truncated] normalized txn_id agrees (720351653957); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000034,full_match,tier2_fuzzy,GTW000037,BNK000035,0.97,[id_truncated] normalized txn_id agrees (801375216695); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000066,full_match,tier2_fuzzy,GTW000070,BNK000067,0.97,[id_truncated] normalized txn_id agrees (098894333023); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000071,full_match,tier2_fuzzy,GTW000073,BNK000072,0.97,[id_truncated] normalized txn_id agrees (372044912132); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000057,full_match,tier2_fuzzy,GTW000060,BNK000058,0.97,[id_truncated] normalized txn_id agrees (588080098557); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000002,full_match,tier2_fuzzy,GTW000001,BNK000002,0.97,[id_truncated] normalized txn_id agrees (481367606524); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000096,full_match,tier2_fuzzy,GTW000101,BNK000097,0.97,[id_truncated] normalized txn_id agrees (578289542557); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000059,full_match,tier2_fuzzy,GTW000062,BNK000060,0.97,[id_truncated] normalized txn_id agrees (170964556869); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000118,full_match,tier2_fuzzy,GTW000128,BNK000119,0.97,[id_truncated] normalized txn_id agrees (178380759187); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000130,full_match,tier2_fuzzy,GTW000145,BNK000130,0.97,[id_truncated] normalized txn_id agrees (431985974347); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000010,full_match,tier2_fuzzy,GTW000010,BNK000010,0.97,[id_truncated] normalized txn_id agrees (103972677641); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000124,full_match,tier2_fuzzy,GTW000138,BNK000125,0.97,[id_truncated] normalized txn_id agrees (771915064761); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000072,full_match,tier2_fuzzy,GTW000074,BNK000073,0.97,[id_truncated] normalized txn_id agrees (299063869167); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000031,full_match,tier2_fuzzy,GTW000034,BNK000032,0.97,[id_truncated] normalized txn_id agrees (296710243928); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000055,full_match,tier2_fuzzy,GTW000057,BNK000056,0.97,[id_truncated] normalized txn_id agrees (053413395817); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000041,full_match,tier2_fuzzy,GTW000042,BNK000042,0.97,[id_truncated] normalized txn_id agrees (337780069974); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000076,full_match,tier2_fuzzy,GTW000078,BNK000077,0.97,[id_truncated] normalized txn_id agrees (387619490111); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000025,full_match,tier2_fuzzy,GTW000026,BNK000026,0.97,[id_truncated] normalized txn_id agrees (709209002862); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000111,full_match,tier2_fuzzy,GTW000116,BNK000112,0.97,[id_truncated] normalized txn_id agrees (709445965738); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000058,full_match,tier2_fuzzy,GTW000061,BNK000059,0.97,[id_truncated] normalized txn_id agrees (255333315159); amount+date exact,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000089,full_match,tier2_fuzzy,GTW000093,BNK000090,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000136,full_match,tier2_fuzzy,GTW000150,BNK000134,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000084,full_match,tier2_fuzzy,GTW000087,BNK000085,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000080,full_match,tier2_fuzzy,GTW000082,BNK000081,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000088,full_match,tier2_fuzzy,GTW000092,BNK000089,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000001,full_match,tier2_fuzzy,GTW000000,BNK000001,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000074,full_match,tier2_fuzzy,GTW000076,BNK000075,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000030,full_match,tier2_fuzzy,GTW000033,BNK000031,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000078,full_match,tier2_fuzzy,GTW000080,BNK000079,0.93,[timezone_shift] raw txn_id+amount exact; dates within 1d window,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000137,full_match,tier2_fuzzy,GTW000151,BNK000135,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.90 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000125,full_match,tier2_fuzzy,GTW000139,BNK000126,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.10 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000112,full_match,tier2_fuzzy,GTW000117,BNK000113,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.10 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000106,full_match,tier2_fuzzy,GTW000111,BNK000107,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.49 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000103,full_match,tier2_fuzzy,GTW000108,BNK000104,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.75 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000082,full_match,tier2_fuzzy,GTW000085,BNK000083,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.67 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000095,full_match,tier2_fuzzy,GTW000100,BNK000096,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.99 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000094,full_match,tier2_fuzzy,GTW000099,BNK000095,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.75 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000097,full_match,tier2_fuzzy,GTW000102,BNK000098,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.50 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000075,full_match,tier2_fuzzy,GTW000077,BNK000076,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.90 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000042,full_match,tier2_fuzzy,GTW000043,BNK000043,0.9,[rounding_drift] raw txn_id+date exact; amount drift Rs0.20 within tolerance,n/a,n/a,2026-08-31T11:14:56.715681+00:00
LDG000119,flagged_exception,tier3_llm,,,0.85,"There are two identical gateway candidates (GTW000129 and GTW000130) with the exact same transaction ID and amount, making it impossible to distinguish the correct gateway record. While bank candidate BNK000120 matches the amount, date, and transaction reference perfectly, the ambiguity on the gateway side prevents a safe full resolution.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000000,partial_match,tier3_llm,,BNK000000,0.99,"The ledger record for Shah & Co with amount 159913.48 and txn_id TXN040250165258 directly matches bank record BNK000000 on amount, reference number, merchant name, and date. There is no matching gateway record because the available gateway candidates belong to Kapoor & Co with a completely different amount and reference number, making this a valid one-sided bank match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000091,flagged_exception,tier3_llm,,,0.9,"There are two identical gateway candidates (GTW000096 and GTW000095) sharing the exact same gateway_txn_id and amount, making it impossible to distinguish between them without arbitrary selection. While bank candidate BNK000092 uniquely matches the bank side, the ambiguity on the gateway side prevents a fully resolved 3-way match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000070,partial_match,tier3_llm,,BNK000071,1.0,"The bank statement record shares an exact reference number match (TXN833384062806), identical amount (158069.34), matching merchant narration, and same-day value date, representing a valid one-sided bank match with no gateway record present.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000011,flagged_exception,tier3_llm,,,0.8,"While the gateway match GTW000011 aligns perfectly on txn_id and amount, the bank statement contains two identical records (BNK000011 and BNK000012) sharing the exact same reference_no, amount, and narration on the same day. Since there are duplicate bank candidates that cannot be distinguished without risking an incorrect match, the verdict is uncertain.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000138,partial_match,tier3_llm,GTW000152,,1.0,"The ledger record matches the gateway record perfectly on gateway_txn_id/txn_id (TXN549531328709), amount (50072.58), and merchant name. There are no candidate bank statement records available, making this a correct one-sided match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000128,partial_match,tier3_llm,GTW000143,,1.0,"The ledger record matches the gateway settlement record perfectly on transaction ID, amount, merchant name, date, and payment mode. The bank statement has no corresponding record, making this a valid one-sided match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000065,partial_match,tier3_llm,,BNK000066,0.99,"Bank record BNK000066 has an exact match on amount (112367.87), transaction mode (IMPS), merchant name (Pillai & Co), and reference number matching the ledger txn_id (TXN423598812685) on the same date. The gateway candidates belong to a completely different merchant and amount, meaning this is a one-sided gateway match missing its counterpart.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000126,flagged_exception,tier3_llm,,,0.8,"While the bank record matches cleanly by reference_no and amount, there are two identical gateway settlement records with the exact same gateway_txn_id, amount, and date, making it impossible to genuinely distinguish between GTW000140 and GTW000141 without arbitrary picking.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000133,partial_match,tier3_llm,GTW000148,,0.99,"The gateway candidate GTW000148 has an exact matching transaction ID (TXN484755635061), amount (243158.09), and merchant name on the same calendar day. There are no candidate bank statement records in range, making this a correct and complete one-sided match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000016,partial_match,tier3_llm,,BNK000017,1.0,"The bank statement record matches the ledger record perfectly on amount (6415.92), reference number (TXN304193882632), merchant/narration (Bose & Co), and value date (2026-06-18) with no gateway candidate present.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000039,partial_match,tier3_llm,,BNK000040,0.95,"The bank record BNK000040 matches the ledger record LDG000039 exactly on amount (85145.98), merchant name (Sharma Brothers), payment mode (CARD), reference number/txn_id (TXN568443739892), and value date (2026-07-17). There is no plausible gateway record for this transaction, representing a one-sided match on the bank side.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000040,partial_match,tier3_llm,,BNK000041,0.99,"The ledger record matches the bank statement record BNK000041 on exact amount (193924.32), transaction reference number (TXN919318090189), merchant narration, and payment mode (IMPS) with a normal same-day timestamp lag. There is no gateway record candidate, making this a correct one-sided match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000062,partial_match,tier3_llm,,BNK000063,0.85,"The bank statement row matches the ledger by exact amount (97022.67), reference number (TXN627698351396), and matching date/merchant. However, there are two competing gateway candidates with the exact same transaction ID and amount, making the gateway side uncertain due to a system duplication; thus we match the bank side securely while leaving the gateway side null.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000006,flagged_exception,tier3_llm,,,0.85,"There are two competing gateway records with identical transaction IDs and amounts (GTW000005 and GTW000006) for the same ledger entry, making it impossible to genuinely distinguish which one is correct. Therefore, the gateway side is uncertain while the bank side has a single candidate.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000135,partial_match,tier3_llm,GTW000149,,0.98,"The ledger record matches the gateway record perfectly on transaction/gateway ID (TXN793028198550), amount (171642.81), and merchant name. There are no bank statement candidates available, making this a correct one-sided match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000029,flagged_exception,tier3_llm,,,0.85,"There is a clear single bank candidate matching the ledger txn_id and amount, but there are two identical gateway settlement candidates (GTW000031 and GTW000032) sharing the exact same transaction ID and amount within seconds of each other. Because it is impossible to genuinely distinguish between the two gateway records without arbitrarily picking one, the gateway match is uncertain.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
LDG000021,partial_match,tier3_llm,,BNK000022,1.0,"The bank record matches the ledger record precisely on amount (215218.66), merchant name (Shah & Co), transaction mode (IMPS), and shares the exact transaction reference number (TXN028486959867). There are no gateway candidates, making this a correct one-sided bank match.",google_gemini,gemini-3.5-flash-lite,2026-08-31T11:14:56.715681+00:00
